Protein	logFC	adj.P.Val	class
KIAA0391	-0.06621397	0.000111777840510959	Non-significant
TPST1	0.0147156311848402	0.000112249521636483	Non-significant
ABCB1	-0.101059245	0.000113383908634931	Non-significant
TMEM238	-0.152301966	0.000113383908634931	Non-significant
TTC9C	0.116971183180798	0.000113622776013789	Non-significant
MRPL21	-0.086404857	0.000114793725629611	Non-significant
SCUBE2	0.054279534570749	0.000115773358629616	Non-significant
THOC6	0.077719048495148	0.000116390282035173	Non-significant
VSIR	0.112714633140139	0.000116995821420888	Non-significant
NKRF	0.0574201415615381	0.000117574798626836	Non-significant
ABRAXAS1	-0.056206845	0.000117725283094952	Non-significant
UBL7	-0.067202806	0.000118614718576965	Non-significant
GCN1	-0.170653236	0.000119130028598055	Non-significant
ARHGEF18	0.0529157145895136	0.000119804446390015	Non-significant
RCL1	0.0642234267589227	0.000120556356475744	Non-significant
RUBCN	0.023762810858412	0.000121544271494109	Non-significant
HMGN4	-0.226240581	0.000121544271494109	Non-significant
KRAS	0.152229870004515	0.000121544271494109	Non-significant
ACTR1A	-0.12615833	0.000122064796493087	Non-significant
AGAP2	0.125065808584034	0.000122079695150512	Non-significant
TTC39B	0.073987593020257	0.000122412306621768	Non-significant
SULT2B1	0.087622153254117	0.00012315910705813	Non-significant
ZNF292	-0.025144819	0.000123433473455256	Non-significant
CDC42EP5	0.170394940692208	0.000124608551514186	Non-significant
CCDC43	-0.155458463	0.000124798677269679	Non-significant
USP11	0.0876739515199175	0.000124846376828235	Non-significant
PDSS2	-0.035286508	0.000126518333475439	Non-significant
RNF31	-0.079381103	0.000126708954897632	Non-significant
PDHB	-0.267088152	0.000127765738326913	Non-significant
CYFIP2	0.0889870120051209	0.000128008761424871	Non-significant
MICAL3	-0.080358131	0.00013041958128206	Non-significant
PGGHG	-0.031402762	0.000131299540730527	Non-significant
CLPP	-0.120537088	0.000131310132594691	Non-significant
UBQLN1	0.137068076197465	0.000131928609029968	Non-significant
PRG3	0.366034166436593	0.000132336938452205	Non-significant
LIG3	-0.090955101	0.000132553735540342	Non-significant
SLC25A11	-0.207086912	0.000132658044679812	Non-significant
WDR61	-0.180032162	0.000133403544558614	Non-significant
KLK11	0.101765754743084	0.000134835918844981	Non-significant
ARHGEF37	-0.056522002	0.000135250985458913	Non-significant
RPL10	-0.278105164	0.000136194002846701	Non-significant
PEF1	0.168628509175378	0.000136666955369906	Non-significant
CCDC82	-0.031236276	0.000139363549742473	Non-significant
ATXN10	0.123385284027355	0.00014045800798568	Non-significant
SPIDR	0.013598934042768	0.00014052634501484	Non-significant
CHPF	0.0349535951656997	0.000140798501145298	Non-significant
FCGR2B	0.0959208387876131	0.000141655266354358	Non-significant
DLGAP4	-0.094191993	0.000141696952759328	Non-significant
PRPF39	-0.06415798	0.000143400553714611	Non-significant
TNFRSF11A	0.00923702008217184	0.000143416791111044	Non-significant
EIF4ENIF1	-0.081667944	0.00014470064249745	Non-significant
C8orf59	-0.020257565	0.000146046941278377	Non-significant
DDHD1	-0.099876723	0.000146145043913259	Non-significant
ATP6V1E1	0.149318872285236	0.000146145043913259	Non-significant
C1GALT1	0.0781943319406125	0.000146145043913259	Non-significant
CEP112	-0.036432223	0.000146145043913259	Non-significant
DCP1A	0.0543088584416034	0.000146413254269785	Non-significant
NBEAL1	0.0630601612480532	0.000146576194747918	Non-significant
ISOC2	-0.141807589	0.000147443000713007	Non-significant
FCN3	0.169733269193081	0.000147794483179233	Non-significant
RAD9A	-0.052768178	0.000147812245846057	Non-significant
EPCAM	-0.320057681	0.000151515043037462	Non-significant
LAIR1	0.0899433641828128	0.000151869143035337	Non-significant
EXOSC5	-0.08668967	0.000152337521479441	Non-significant
TCIRG1	0.13986102611313	0.000152448014949816	Non-significant
TMEM159	0.0197648653671792	0.000152577892334249	Non-significant
DIP2C	0.0570835858075041	0.000152703826910065	Non-significant
MRPL58	-0.133666145	0.000153350039980258	Non-significant
CAMKK2	0.044381322561052	0.000153990160523473	Non-significant
BCAP31	-0.361700923	0.000154988413006351	Non-significant
SNRPG	0.272650318689191	0.00015573491776383	Non-significant
ACOT9	0.120977021112047	0.000156902432473433	Non-significant
IFI44	0.182160398784623	0.000157342702509049	Non-significant
PRIM2	0.0289128838239791	0.000157488948339086	Non-significant
SYNE2	0.134286053657485	0.000157611871169564	Non-significant
VNN2	0.09712223051083	0.000159005991854075	Non-significant
PWP2	-0.083060509	0.00015924073707801	Non-significant
PKP1	0.101615790702898	0.000159495515756357	Non-significant
ANKRD46	-0.014533835	0.000159625814484173	Non-significant
STX4	-0.130992394	0.000161283253268162	Non-significant
GSTM5	-0.137101876	0.000161729786598688	Non-significant
ABHD17B	-0.02117173	0.000162067529431409	Non-significant
CREB1	-0.095387254	0.000163187580431827	Non-significant
EIF5A2	0.067987399940554	0.000163187580431827	Non-significant
CHMP2B	0.218597411667889	0.000166276157772417	Non-significant
TANK	0.0707183796945929	0.0001666582341513	Non-significant
BPI	0.460808486975582	0.000168827456072283	Non-significant
MAP2K4	-0.088246815	0.000169597220077194	Non-significant
MAP2K1	0.12678736780029	0.000170103064789361	Non-significant
MPP1	-0.148740885	0.000170239733164401	Non-significant
WRNIP1	-0.11042261	0.000173744852402168	Non-significant
POT1	-0.021139882	0.000175200194632814	Non-significant
PADI4	0.270342290553486	0.00017605482108269	Non-significant
MFN2	-0.063597082	0.000176519964737118	Non-significant
MVB12B	-0.00893989	0.000177293078420659	Non-significant
ECHDC1	-0.21977374	0.000177920315038713	Non-significant
METTL1	-0.031145239	0.000179639273167919	Non-significant
MRPL20	-0.065719644	0.000181175042888455	Non-significant
REG4	0.335266926123079	0.000181571038417876	Non-significant
ECD	0.0431438660610066	0.000183007536155095	Non-significant
HAPLN1	0.187938912464851	0.00018319138312858	Non-significant
GIMAP7	0.133737892595823	0.000184988369626711	Non-significant
NEK4	-0.018455863	0.000186373356218536	Non-significant
CCT3	0.177118543992474	0.000187148524486169	Non-significant
LRRK2	-0.141812223	0.00018794511565601	Non-significant
FEN1	0.145155015290441	0.000189701904065353	Non-significant
SHOC2	-0.099319259	0.000192653717435207	Non-significant
TSPAN7	-0.093921019	0.00019337785228434	Non-significant
S100A12	0.50625672847532	0.000193742277494576	Non-significant
RSU1	0.153624360109063	0.000194348906531079	Non-significant
PSCA	0.206514954457238	0.000195305250759666	Non-significant
DYM	-0.093631222	0.000202070778716927	Non-significant
NUDT5	-0.190212149	0.000202741324999087	Non-significant
CBX1	-0.123311676	0.000204850145448043	Non-significant
EXOC2	0.0956314901921318	0.000205008348536197	Non-significant
NFYB	-0.129651184	0.000205317501033464	Non-significant
ARG1	0.178105324706406	0.000207031862002043	Non-significant
RRP9	-0.081598113	0.000207670826213684	Non-significant
CCNY	0.0414088838079543	0.000207670826213684	Non-significant
PPIP5K2	-0.074288911	0.00020855868047617	Non-significant
NDUFA13	-0.157009335	0.000209135638223295	Non-significant
NEDD4	0.0657661330237317	0.000209336886820065	Non-significant
ADAM8	0.0240843408591989	0.000210098194669177	Non-significant
MT_CO2	-0.335635665	0.000210792355072409	Non-significant
SBDS	0.196776899850762	0.000210853686780265	Non-significant
CDV3	0.163726245140856	0.000211081364564295	Non-significant
ACAA1	0.1968080459329	0.000211531488771774	Non-significant
TK1	0.0851533183249521	0.000214053642939765	Non-significant
ARHGAP21	0.111484451225394	0.000214556334527326	Non-significant
SNAP29	0.117623862091247	0.000214752984507988	Non-significant
L3MBTL3	-0.019364566	0.000215883733212313	Non-significant
RPP25L	-0.031580153	0.000216359551111487	Non-significant
SERPINA5	0.155462706170195	0.000216705654321982	Non-significant
TALDO1	-0.131120667	0.000218103556926885	Non-significant
ZNF806	-0.149640581	0.000219052921148818	Non-significant
ORMDL3	-0.063410528	0.000219079588456479	Non-significant
GSTT1	-0.302286092	0.000219322783672006	Non-significant
KMT2C	-0.048259568	0.000220820470184159	Non-significant
ACBD3	-0.136219924	0.00022230501886322	Non-significant
MTPN	0.221559036522545	0.000222783650681797	Non-significant
FN3KRP	0.153890755648122	0.000224184480677609	Non-significant
MED28	-0.039035911	0.000224943150993554	Non-significant
NUP85	0.066616137042562	0.000225263502436242	Non-significant
RIN1	0.0242652003815331	0.000226909714680475	Non-significant
RAD17	-0.012304778	0.000227376281921034	Non-significant
OGT	0.0804506209746976	0.000230741994463071	Non-significant
NUDT14	-0.08480533	0.000231061221432774	Non-significant
WDR7	-0.072185793	0.000232163371875178	Non-significant
VTN	0.336772329938714	0.000232703581376727	Non-significant
DHX33	-0.037649469	0.000233517198761383	Non-significant
FAM49A	0.0794067318783256	0.000233802494792372	Non-significant
INPP4A	0.0704585668986438	0.000234815896532109	Non-significant
CRISPLD2	0.152668915254666	0.000235876014694685	Non-significant
PDCD6	0.192571669583875	0.000237176261481504	Non-significant
EAF1	-0.036237084	0.000237762874814951	Non-significant
MAPK3	0.136096818842343	0.000238162020264741	Non-significant
EBP	-0.067915174	0.000239429763405155	Non-significant
LZTR1	0.0194825601155097	0.000241746611503047	Non-significant
TIMM13	-0.166998749	0.000243199949854389	Non-significant
ACAA2	-0.224270055	0.000243199949854389	Non-significant
SNW1	-0.090702732	0.000243795362262873	Non-significant
NUP37	-0.085003527	0.000244587919906734	Non-significant
BRI3BP	-0.086095143	0.000244728025566962	Non-significant
RPP30	0.104851919723185	0.000244995445608933	Non-significant
EIF1AD	-0.049461648	0.000245319220572044	Non-significant
CREB3L4	-0.193191842	0.000249666578210006	Non-significant
NR3C1	-0.07010547	0.000254582992615711	Non-significant
SMARCC1	-0.083668739	0.000255292058270195	Non-significant
ERCC5	-0.061013707	0.000255776497864023	Non-significant
NFATC2	-0.096244164	0.000256214359991729	Non-significant
DRAP1	0.206345607962097	0.000260391339655365	Non-significant
RTL8C	0.0377931604736775	0.000262849565620127	Non-significant
RMDN1	0.153912902564965	0.000263441660525285	Non-significant
ALKBH5	-0.077063003	0.000264039615897136	Non-significant
CRTAC1	0.129017081886215	0.000264169787691843	Non-significant
CLASRP	-0.041754198	0.000266965455963363	Non-significant
COX20	-0.069784115	0.000267033388074601	Non-significant
C12orf10	0.121413021008701	0.000267033388074601	Non-significant
FUT8	0.1016144420355	0.000269458022396465	Non-significant
GRB7	0.121991997295275	0.000270647208527424	Non-significant
MMADHC	-0.011131125	0.00027097606625009	Non-significant
AAGAB	0.0860000604718321	0.000271154292877682	Non-significant
ADPRH	-0.090035164	0.000272420712324789	Non-significant
CYB5R2	0.114588144595321	0.000272681353961556	Non-significant
IDH3A	-0.22495713	0.000273137818936905	Non-significant
MUC4	0.1119479384726	0.000275106453748008	Non-significant
METTL7B	-0.187621349	0.000285856293778598	Non-significant
GALNT10	0.0643716387284278	0.000286574029934315	Non-significant
PCSK5	0.02479498168542	0.000288089083549855	Non-significant
TUBB4B	-0.180546539	0.000290102055165656	Non-significant
MIER1	0.066211821417124	0.000293434377630234	Non-significant
PSMA4	0.16908397731924	0.000295967173374912	Non-significant
PRKACA	-0.134711268	0.000303876979803004	Non-significant
CHMP4A	0.107971081703449	0.000306482531161158	Non-significant
GTF3C3	-0.071319626	0.000306546189459547	Non-significant
BLVRB	-0.205545135	0.000309031276657461	Non-significant
SNX7	0.0958327360300983	0.000309855961159659	Non-significant
CARD16	0.0719925496567157	0.000309871853328585	Non-significant
WNT4	0.069933416801353	0.00031006747096047	Non-significant
LUC7L3	-0.10397082	0.000310614065173817	Non-significant
FBXO7	0.0896089499076848	0.00031132208775053	Non-significant
FMO1	-0.062744627	0.00031132208775053	Non-significant
BRK1	0.244201696460824	0.000312814428631039	Non-significant
ITFG2	0.0362746785025906	0.000315810340852551	Non-significant
RNF10	-0.019785875	0.000316304126262729	Non-significant
MPZL2	0.0150572912701655	0.000318490253681383	Non-significant
CGREF1	0.055806980610024	0.000319737687791047	Non-significant
ABCA6	-0.030187614	0.000322394164447596	Non-significant
ST6GALNAC1	0.0554190615371877	0.000327431730509552	Non-significant
SGTA	0.112202234255317	0.000328170942376176	Non-significant
WWTR1	0.0897476313399193	0.000328701068757869	Non-significant
KIF3B	-0.071954713	0.000329466845774206	Non-significant
NEDD9	0.0190799689630358	0.000331243227231177	Non-significant
TUSC3	-0.025174105	0.000334175267286778	Non-significant
CHMP7	-0.074157103	0.000335051741968436	Non-significant
TDRP	-0.025855795	0.000336720748111613	Non-significant
MSH6	-0.108210519	0.000336904249124452	Non-significant
N4BP1	0.0819431166785336	0.000338666701346672	Non-significant
LILRB5	-0.025317402	0.000340658411392811	Non-significant
NSRP1	-0.077518792	0.000340658411392811	Non-significant
OPLAH	-0.138352304	0.000341621958919407	Non-significant
MTCH1	-0.12835992	0.00034230917868542	Non-significant
PSMA5	0.156846245133367	0.000344646692081477	Non-significant
SH2D3A	0.031740300038724	0.000344977806926664	Non-significant
B3GLCT	0.0869517564748842	0.000345194838236013	Non-significant
ZFX	-0.036546671	0.000345702851922522	Non-significant
VPS33B	0.0836933196421628	0.000346568821154996	Non-significant
COPS5	0.127251272022174	0.000347565826523722	Non-significant
GPN1	0.0479617004621583	0.000348275750533616	Non-significant
CD84	0.0174119490094148	0.000348378197960865	Non-significant
UMPS	0.151931012159637	0.000349328740731718	Non-significant
PHETA1	0.0621055513704132	0.000350091295664257	Non-significant
CHD4	0.0787630455261059	0.000350437988186476	Non-significant
CBX5	-0.137151592	0.000350734262589519	Non-significant
RBMS3	0.0377539722140673	0.000350798967434196	Non-significant
APOA2	0.481095598487701	0.00035483632383597	Non-significant
CYB5R1	-0.161247583	0.000356613437734642	Non-significant
STX5	-0.16826704	0.000357020173763259	Non-significant
B3GNT2	-0.015991132	0.000366199008965555	Non-significant
DNAJC17	-0.067819433	0.000367167020648987	Non-significant
CYTH1	0.0709587978309041	0.000367290444308547	Non-significant
C7orf50	-0.066458594	0.000374803747202163	Non-significant
HGH1	0.117533746735796	0.000375748775143242	Non-significant
ADAM10	0.130705915061242	0.000375861469726119	Non-significant
LSM8	-0.200988367	0.000376141240038274	Non-significant
ARMH3	0.0759529196196249	0.000378740860079439	Non-significant
NUP62	-0.079647038	0.000379872678562906	Non-significant
RABGGTB	-0.075809944	0.000381146635871957	Non-significant
DYNC1LI2	0.109839720727111	0.000382728219409996	Non-significant
MED9	-0.028180174	0.000386618467259901	Non-significant
ERCC1	0.0439133900658174	0.000387279686988221	Non-significant
S100B	-0.380544045	0.000392719305029334	Non-significant
RNF123	-0.08610041	0.000397336950482091	Non-significant
HPS4	-0.008583502	0.000399173383062732	Non-significant
ANGPTL4	0.0956586855198043	0.000399831958302732	Non-significant
FOXJ3	-0.037097547	0.000401679704567111	Non-significant
PRNP	0.106592806100996	0.000406212583888064	Non-significant
COQ7	-0.083052122	0.000406929429123804	Non-significant
ANKLE2	0.0763362734452278	0.000408610145070652	Non-significant
WDSUB1	-0.055657431	0.000410473798827188	Non-significant
ELF3	0.0300490299175135	0.000413491289486761	Non-significant
AP1G1	0.141282374798281	0.000417219939136192	Non-significant
AXL	0.0124935243438208	0.00042298761611042	Non-significant
MRPL43	0.117548074070108	0.000423041927817614	Non-significant
SH2B1	-0.040543167	0.000424070426837025	Non-significant
CCAR1	0.0993355687967599	0.00042649784640388	Non-significant
MAP3K4	-0.047655545	0.000427359127587406	Non-significant
ZNF318	-0.068537868	0.000436372358822673	Non-significant
HACE1	0.0148670268955756	0.000436690759233198	Non-significant
ACAP1	0.0791147916482275	0.000437139590993294	Non-significant
NUDT4	-0.108510239	0.000438305466182538	Non-significant
LARP4B	0.102780086485204	0.000438384610516848	Non-significant
KIF23	0.0206178981749523	0.000438776477254807	Non-significant
ACP6	-0.121054581	0.000440616975806568	Non-significant
RAC1	0.248097850805602	0.000441226771677013	Non-significant
NPC2	0.22459447471453	0.000441477054003612	Non-significant
MED20	0.0448055029053136	0.000444097918452844	Non-significant
ELP3	0.0886822474454847	0.000445104146511302	Non-significant
PCMT1	-0.154235355	0.000448321683575172	Non-significant
EPX	0.276328453792554	0.000450410515766718	Non-significant
MRPL45	-0.084363744	0.000457293537452576	Non-significant
NT5C	-0.130168078	0.000463803136148026	Non-significant
PAIP1	0.11154361663716	0.000464223233948156	Non-significant
CAND2	-0.028272651	0.00046486076568558	Non-significant
PTGFRN	-0.178155749	0.000465482056937632	Non-significant
ING1	-0.05405205	0.000466574785500717	Non-significant
PTPRN	-0.042224772	0.000468752112800671	Non-significant
PMF1	-0.038812018	0.000472888969779738	Non-significant
MMS19	0.0696555178457317	0.000473022473167883	Non-significant
PON1	0.294683906757516	0.000473950455570495	Non-significant
FABP4	-0.652027605	0.000474039294489739	Non-significant
MMP10	0.13666565373454	0.00047422994701782	Non-significant
NCAPD2	0.0991983968097965	0.000475764359045062	Non-significant
PCBP2	-0.149809716	0.000475798049859164	Non-significant
RASA2	0.0726374173505352	0.000476416726406411	Non-significant
FNBP1L	0.105746914236754	0.000477163444083192	Non-significant
NAGK	0.147880742518353	0.000485716825572104	Non-significant
DMXL1	-0.066776101	0.000487587430970761	Non-significant
DEFA3	0.189051008669588	0.000489875338579712	Non-significant
FAM168A	0.11694668491807	0.000490010411943194	Non-significant
MGME1	-0.057775761	0.000490587329195424	Non-significant
PRPF40A	0.100517355289155	0.000494286748162613	Non-significant
GRAMD4	0.0747058457714266	0.000494712866991933	Non-significant
UBE2H	0.142141152719562	0.000495004886130946	Non-significant
CR2	0.0952233706763786	0.000498270301857675	Non-significant
PTRH1	-0.040659573	0.000498448685647041	Non-significant
